Date,Open,High,Low,Close,Adj Close,Volume
01-03-2006,39.0,40.369999,39.0,40.07,40.07,14504500
02-03-2006,40.700001,41.34,40.349998,41.330002,41.330002,14376100
03-03-2006,41.759998,42.700001,39.040001,39.509998,39.509998,38662300
06-03-2006,39.900002,40.25,38.43,39.389999,39.389999,18725500
07-03-2006,39.290001,39.580002,38.16,38.27,38.27,15667400
08-03-2006,37.880001,37.889999,36.110001,37.09,37.09,23826400
09-03-2006,37.119999,37.830002,36.189999,36.209999,36.209999,14344100
10-03-2006,36.0,37.419998,35.599998,36.630001,36.630001,17870000
13-03-2006,35.5,36.0,33.759998,34.0,34.0,33835100
14-03-2006,33.700001,35.09,32.59,34.990002,34.990002,42289500
15-03-2006,35.169998,35.59,34.220001,35.119999,35.119999,22680900
16-03-2006,35.5,35.630001,33.990002,34.080002,34.080002,13236700
17-03-2006,34.009998,34.540001,33.0,33.950001,33.950001,17731600
20-03-2006,33.939999,34.57,33.720001,34.150002,34.150002,10169900
21-03-2006,34.290001,36.0,33.84,34.439999,34.439999,14901500
22-03-2006,33.900002,34.709999,33.52,34.369999,34.369999,21170100
23-03-2006,35.049999,36.130001,34.740002,34.75,34.75,22806300
24-03-2006,34.900002,36.16,34.75,36.130001,36.130001,11716700
27-03-2006,35.959999,36.080002,35.18,35.330002,35.330002,12060400
28-03-2006,35.25,35.25,33.599998,34.09,34.09,15608900
29-03-2006,34.25,34.650002,33.5,34.290001,34.290001,21578900
30-03-2006,34.200001,34.349998,33.549999,33.59,33.59,13789400
31-03-2006,33.599998,33.950001,32.950001,33.16,33.16,13498700
03-04-2006,32.200001,33.599998,32.169998,33.18,33.18,21449200
04-04-2006,33.349998,34.049999,33.080002,33.43,33.43,14139900
05-04-2006,33.75,34.849998,33.610001,34.779999,34.779999,12991800
06-04-2006,34.779999,35.400002,34.099998,34.700001,34.700001,13343900
07-04-2006,34.970001,35.09,33.66,33.689999,33.689999,11274100
10-04-2006,33.619999,34.610001,33.5,34.57,34.57,12375100
11-04-2006,34.919998,35.02,34.119999,34.349998,34.349998,9594300
