Date,Open,High,Low,Close,Adj Close,Volume
01-03-2005,17.629999,17.99,17.610001,17.959999,17.959999,6882200
02-03-2005,17.700001,18.02,17.450001,17.65,17.65,9358800
03-03-2005,17.75,17.9,17.08,17.52,17.52,11264400
04-03-2005,17.620001,17.66,17.26,17.43,17.43,6378700
07-03-2005,17.34,17.610001,17.25,17.469999,17.469999,7497300
08-03-2005,17.469999,17.75,17.07,17.120001,17.120001,7342900
09-03-2005,17.1,17.280001,16.9,16.940001,16.940001,5785100
10-03-2005,17.0,17.120001,16.719999,17.02,17.02,5814500
11-03-2005,17.129999,17.219999,16.299999,16.360001,16.360001,8941300
14-03-2005,16.360001,16.690001,16.309999,16.440001,16.440001,6711600
15-03-2005,16.5,16.59,16.030001,16.07,16.07,7852200
16-03-2005,16.030001,16.33,15.86,16.030001,16.030001,11058200
17-03-2005,16.030001,16.24,16.030001,16.120001,16.120001,5335600
18-03-2005,16.23,16.299999,15.98,16.08,16.08,5702100
21-03-2005,16.1,16.129999,15.7,15.75,15.75,6816400
22-03-2005,15.8,15.89,15.34,15.38,15.38,7337000
23-03-2005,15.33,15.73,15.16,15.65,15.65,9590200
24-03-2005,15.75,16.219999,15.72,16.120001,16.120001,8708600
28-03-2005,16.25,16.440001,15.45,15.47,15.47,9201400
29-03-2005,15.4,15.88,15.11,15.42,15.42,6986200
30-03-2005,15.55,16.33,15.47,16.209999,16.209999,9967800
31-03-2005,16.209999,16.23,15.97,16.120001,16.120001,8330000
01-04-2005,16.309999,16.32,15.94,16.190001,16.190001,8580000
04-04-2005,16.18,16.18,15.94,15.95,15.95,7825200
05-04-2005,16.0,16.18,15.8,15.85,15.85,7733000
06-04-2005,15.95,16.08,15.72,15.74,15.74,6013000
07-04-2005,15.7,16.25,15.67,16.18,16.18,7959600
08-04-2005,16.24,17.379999,16.24,17.09,17.09,24613800
11-04-2005,17.09,17.17,16.780001,17.02,17.02,8285400
12-04-2005,17.02,17.32,16.67,17.23,17.23,11132300
