Date,Open,High,Low,Close,Adj Close,Volume
30-05-2001,29.200001,29.200001,27.5,27.950001,27.950001,9180800
31-05-2001,27.950001,28.75,27.91,28.25,28.25,7217700
01-06-2001,29.0,29.6,27.969999,29.6,29.6,5925300
04-06-2001,29.549999,29.549999,27.52,27.610001,27.610001,7897400
05-06-2001,28.1,29.469999,28.1,28.9,28.9,7838100
06-06-2001,29.25,29.6,28.01,28.370001,28.370001,7556400
07-06-2001,28.6,31.1,28.52,30.280001,30.280001,10903700
08-06-2001,30.9,31.790001,30.1,31.1,31.1,9639800
11-06-2001,31.1,31.1,29.08,30.049999,30.049999,5982200
12-06-2001,29.049999,30.299999,28.530001,29.67,29.67,6348200
13-06-2001,29.75,30.459999,28.9,29.280001,29.280001,4284000
14-06-2001,28.08,29.280001,27.23,27.440001,27.440001,5932600
15-06-2001,27.049999,28.1,26.5,27.559999,27.559999,6735800
18-06-2001,27.5,28.049999,26.15,26.4,26.4,5887800
19-06-2001,27.5,27.75,24.379999,24.99,24.99,11304400
20-06-2001,24.0,25.1,23.559999,23.950001,23.950001,11126200
21-06-2001,24.049999,24.59,23.620001,24.48,24.48,7173400
22-06-2001,24.65,25.85,24.200001,24.67,24.67,4866500
25-06-2001,25.950001,25.950001,24.709999,25.290001,25.290001,3415600
26-06-2001,25.15,26.4,24.83,26.15,26.15,4906200
27-06-2001,25.9,27.059999,25.549999,26.5,26.5,5611500
28-06-2001,26.950001,28.6,26.940001,27.43,27.43,4919400
29-06-2001,27.43,30.1,27.43,28.9,28.9,11227700
02-07-2001,29.049999,30.0,28.639999,29.74,29.74,5074400
03-07-2001,29.1,30.200001,28.860001,29.76,29.76,3284300
05-07-2001,29.25,29.26,28.5,28.639999,28.639999,7030700
06-07-2001,23.5,23.9,20.799999,20.799999,20.799999,26133700
09-07-2001,20.870001,21.459999,20.120001,21.200001,21.200001,13000600
10-07-2001,21.5,21.73,20.790001,21.0,21.0,7220200
11-07-2001,20.99,21.200001,20.200001,21.120001,21.120001,7457900
