Date,Open,High,Low,Close,Adj Close,Volume
02-12-2005,27.459999,28.25,27.200001,27.950001,27.950001,13250700
05-12-2005,27.65,27.77,27.16,27.27,27.27,7808400
06-12-2005,27.43,27.629999,26.85,26.950001,26.950001,7712400
07-12-2005,26.969999,27.17,26.459999,26.67,26.67,6607300
08-12-2005,26.67,26.75,25.25,25.65,25.65,14485800
09-12-2005,25.93,27.049999,25.870001,26.9,26.9,11301200
12-12-2005,27.200001,27.65,26.870001,26.99,26.99,9403100
13-12-2005,26.889999,27.25,26.66,27.030001,27.030001,6879900
14-12-2005,27.030001,27.629999,26.700001,27.549999,27.549999,9455800
15-12-2005,27.540001,27.969999,27.42,27.9,27.9,7286300
16-12-2005,28.360001,28.370001,27.83,28.17,28.17,10254800
19-12-2005,27.809999,28.280001,27.67,28.120001,28.120001,10672800
20-12-2005,27.92,29.77,27.91,29.219999,29.219999,15757800
21-12-2005,29.24,29.52,29.02,29.34,29.34,5939000
22-12-2005,29.49,30.35,29.49,30.02,30.02,11369600
23-12-2005,30.01,30.65,30.01,30.5,30.5,5323300
27-12-2005,30.77,31.379999,30.65,31.200001,31.200001,9535100
28-12-2005,31.25,31.75,31.07,31.700001,31.700001,9601300
29-12-2005,31.610001,31.84,30.27,30.530001,30.530001,11510800
30-12-2005,30.4,30.75,30.16,30.6,30.6,6540900
03-01-2006,31.02,32.580002,30.879999,32.400002,32.400002,16649600
04-01-2006,32.5,33.099998,32.450001,32.560001,32.560001,11301400
05-01-2006,32.509998,33.939999,32.509998,33.68,33.68,13806800
06-01-2006,33.900002,34.25,32.950001,33.779999,33.779999,13307900
09-01-2006,33.75,33.98,33.119999,33.25,33.25,9980000
10-01-2006,33.240002,34.970001,32.91,34.93,34.93,16311400
11-01-2006,35.049999,36.470001,35.0,36.27,36.27,15871500
12-01-2006,36.380001,37.459999,34.400002,35.349998,35.349998,25449500
13-01-2006,34.189999,34.849998,33.220001,34.130001,34.130001,23464600
17-01-2006,32.459999,33.119999,32.150002,32.860001,32.860001,21867700
