Date,Open,High,Low,Close,Adj Close,Volume
04-12-2014,2.75,2.75,2.66,2.69,2.69,14513400
05-12-2014,2.69,2.7,2.66,2.66,2.66,9479300
08-12-2014,2.65,2.68,2.52,2.58,2.58,25402100
09-12-2014,2.55,2.59,2.49,2.59,2.59,22914800
10-12-2014,2.58,2.58,2.46,2.48,2.48,17690100
11-12-2014,2.51,2.54,2.46,2.49,2.49,10151600
12-12-2014,2.46,2.55,2.35,2.52,2.52,21211600
15-12-2014,2.52,2.6,2.46,2.47,2.47,19636400
16-12-2014,2.44,2.53,2.42,2.5,2.5,17051600
17-12-2014,2.5,2.57,2.46,2.55,2.55,12521300
18-12-2014,2.58,2.59,2.54,2.55,2.55,12423900
19-12-2014,2.53,2.57,2.51,2.57,2.57,14701500
22-12-2014,2.55,2.68,2.52,2.66,2.66,15044900
23-12-2014,2.69,2.72,2.66,2.67,2.67,8274400
24-12-2014,2.63,2.7,2.63,2.65,2.65,4624000
26-12-2014,2.65,2.69,2.65,2.65,2.65,4029600
29-12-2014,2.64,2.66,2.63,2.66,2.66,8527000
30-12-2014,2.64,2.7,2.63,2.63,2.63,7783700
31-12-2014,2.64,2.7,2.64,2.67,2.67,11177900
02-01-2015,2.67,2.67,2.67,2.67,2.67,0
05-01-2015,2.67,2.7,2.64,2.66,2.66,8878200
06-01-2015,2.65,2.66,2.55,2.63,2.63,13912500
07-01-2015,2.63,2.65,2.54,2.58,2.58,12377600
08-01-2015,2.59,2.65,2.56,2.61,2.61,11136600
09-01-2015,2.63,2.64,2.58,2.63,2.63,8907600
12-01-2015,2.62,2.64,2.55,2.63,2.63,9979600
13-01-2015,2.64,2.68,2.6,2.66,2.66,17907400
14-01-2015,2.6,2.66,2.58,2.63,2.63,9989900
15-01-2015,2.62,2.65,2.49,2.52,2.52,17744000
16-01-2015,2.52,2.53,2.39,2.39,2.39,30192400
