Date,Open,High,Low,Close,Adj Close,Volume
04-06-2008,6.85,7.3,6.81,7.19,7.19,33424100
05-06-2008,7.31,7.79,7.29,7.78,7.78,40481900
06-06-2008,7.69,7.7,7.42,7.43,7.43,29842400
09-06-2008,7.57,7.98,7.44,7.68,7.68,26738500
10-06-2008,7.58,7.65,7.38,7.43,7.43,23476600
11-06-2008,7.43,7.43,6.92,6.96,6.96,26590500
12-06-2008,7.09,7.36,7.09,7.14,7.14,22173500
13-06-2008,7.23,7.55,7.23,7.52,7.52,19410900
16-06-2008,7.47,7.77,7.41,7.71,7.71,18112000
17-06-2008,7.88,7.94,7.58,7.72,7.72,24980400
18-06-2008,7.66,7.7,7.27,7.29,7.29,22951700
19-06-2008,7.33,7.4,7.02,7.33,7.33,20543400
20-06-2008,7.24,7.25,6.96,6.99,6.99,22395100
23-06-2008,7.13,7.17,6.51,6.55,6.55,29666900
24-06-2008,6.49,6.49,6.22,6.24,6.24,37493200
25-06-2008,6.36,6.58,6.33,6.43,6.43,26964400
26-06-2008,6.33,6.33,6.0,6.13,6.13,29126600
27-06-2008,6.15,6.22,5.85,5.95,5.95,23612700
30-06-2008,6.01,6.04,5.67,5.83,5.83,27347200
01-07-2008,5.71,5.82,5.4,5.65,5.65,32866100
02-07-2008,5.77,5.84,5.42,5.44,5.44,24019300
03-07-2008,5.48,5.55,5.01,5.3,5.3,24320100
07-07-2008,5.47,5.67,5.22,5.38,5.38,25813600
08-07-2008,5.38,5.54,5.29,5.53,5.53,29246700
09-07-2008,5.55,5.59,5.01,5.06,5.06,35716600
10-07-2008,5.11,5.12,4.75,4.96,4.96,45743800
11-07-2008,4.75,4.93,4.6,4.84,4.84,29950700
14-07-2008,4.92,4.96,4.72,4.82,4.82,22365600
15-07-2008,4.68,4.88,4.53,4.72,4.72,26935200
16-07-2008,4.9,5.09,4.68,5.06,5.06,24060400
