Date,Open,High,Low,Close,Adj Close,Volume
03-12-2001,13.5,14.35,13.39,14.05,14.05,6811000
04-12-2001,14.2,14.97,13.9,14.9,14.9,7743400
05-12-2001,15.4,16.25,15.31,16.24,16.24,11661000
06-12-2001,15.95,16.700001,15.85,16.25,16.25,11736700
07-12-2001,17.75,18.620001,17.610001,17.85,17.85,24624800
10-12-2001,17.5,17.98,17.299999,17.5,17.5,6895300
11-12-2001,17.85,18.18,17.610001,17.860001,17.860001,6278300
12-12-2001,18.15,18.360001,17.66,18.309999,18.309999,4834100
13-12-2001,17.299999,17.5,16.120001,16.18,16.18,9479300
14-12-2001,16.25,17.85,16.18,17.469999,17.469999,7887700
17-12-2001,17.200001,17.950001,17.0,17.799999,17.799999,5827000
18-12-2001,17.9,18.09,17.200001,17.58,17.58,4548800
19-12-2001,17.0,17.4,16.879999,16.959999,16.959999,3502200
20-12-2001,16.700001,16.75,15.61,15.65,15.65,5937100
21-12-2001,15.65,16.200001,15.33,15.87,15.87,7550700
24-12-2001,15.95,15.95,15.51,15.56,15.56,1402100
26-12-2001,15.65,16.299999,15.5,15.62,15.62,4099800
27-12-2001,15.94,16.6,15.94,16.120001,16.120001,4052100
28-12-2001,16.549999,16.6,16.25,16.379999,16.379999,2967300
31-12-2001,16.49,16.5,15.85,15.86,15.86,3396500
02-01-2002,16.280001,16.41,15.95,16.389999,16.389999,4475400
03-01-2002,16.719999,19.65,16.719999,19.370001,19.370001,14836600
04-01-2002,19.9,20.200001,19.120001,20.0,20.0,14737700
07-01-2002,20.450001,20.6,19.530001,19.98,19.98,9822300
08-01-2002,19.98,20.07,19.65,19.9,19.9,5880300
09-01-2002,20.0,20.18,18.9,19.09,19.09,7979600
10-01-2002,19.200001,19.24,18.299999,18.639999,18.639999,5810600
11-01-2002,18.799999,19.389999,18.549999,19.15,19.15,6398100
14-01-2002,19.18,19.959999,19.16,19.610001,19.610001,8454700
15-01-2002,19.549999,19.799999,18.879999,19.15,19.15,8156900
