Date,Open,High,Low,Close,Adj Close,Volume
15-12-2022,67.599998,68.209999,66.120003,66.529999,66.529999,58557000
16-12-2022,66.25,67.190002,64.800003,65.410004,65.410004,62438600
19-12-2022,65.120003,65.589996,63.709999,64.589996,64.589996,46246900
20-12-2022,63.759998,66.059998,63.52,65.050003,65.050003,52431300
21-12-2022,65.43,67.849998,65.209999,67.68,67.68,44167600
22-12-2022,66.080002,66.309998,62.259998,63.860001,63.860001,73917700
23-12-2022,63.110001,64.660004,62.720001,64.519997,64.519997,45923000
27-12-2022,63.869999,64.279999,62.970001,63.27,63.27,36086000
28-12-2022,62.540001,63.540001,61.959999,62.57,62.57,39526500
29-12-2022,63.639999,65.18,63.060001,64.82,64.82,41428500
30-12-2022,63.77,64.82,63.139999,64.769997,64.769997,37127000
03-01-2023,66.0,66.879997,63.59,64.019997,64.019997,46851800
04-01-2023,65.0,65.790001,63.310001,64.660004,64.660004,47477100
05-01-2023,64.150002,64.349998,62.299999,62.330002,62.330002,46159500
06-01-2023,63.150002,64.300003,60.049999,63.959999,63.959999,70161300
09-01-2023,66.220001,69.32,65.669998,67.239998,67.239998,69741300
10-01-2023,66.669998,68.150002,66.559998,68.050003,68.050003,41149600
11-01-2023,68.389999,69.129997,67.220001,69.059998,69.059998,44470100
12-01-2023,70.07,71.650002,67.18,70.800003,70.800003,70066200
13-01-2023,69.839996,71.099998,69.230003,71.0,71.0,45757400
17-01-2023,70.870003,72.660004,70.650002,71.589996,71.589996,42621300
18-01-2023,71.870003,72.779999,70.5,70.529999,70.529999,39538700
19-01-2023,68.970001,69.25,67.269997,67.709999,67.709999,47189900
20-01-2023,68.010002,70.129997,67.449997,70.07,70.07,47757600
23-01-2023,72.220001,76.589996,71.540001,76.529999,76.529999,84293200
24-01-2023,73.75,75.639999,73.419998,74.699997,74.699997,60822600
25-01-2023,72.900002,75.120003,72.089996,74.910004,74.910004,49932600
26-01-2023,76.5,77.080002,74.279999,75.160004,75.160004,49583900
27-01-2023,73.699997,76.739998,73.489998,75.400002,75.400002,58118600
30-01-2023,74.230003,74.639999,72.400002,72.449997,72.449997,48105200
