Date,Open,High,Low,Close,Adj Close,Volume
20-09-2022,76.080002,76.580002,74.730003,75.25,75.25,51129100
21-09-2022,75.440002,78.410004,74.449997,74.480003,74.480003,82069700
22-09-2022,73.889999,74.290001,69.169998,69.5,69.5,101436900
23-09-2022,68.0,69.080002,66.82,67.959999,67.959999,87690000
26-09-2022,67.870003,68.739998,66.25,66.300003,66.300003,82898700
27-09-2022,67.900002,68.779999,66.0,67.169998,67.169998,94871800
28-09-2022,67.110001,68.800003,66.559998,68.360001,68.360001,72389500
29-09-2022,67.150002,67.199997,62.830002,64.139999,64.139999,102552400
30-09-2022,63.619999,65.910004,63.34,63.360001,63.360001,81664100
03-10-2022,64.459999,66.910004,63.389999,66.110001,66.110001,83841600
04-10-2022,68.269997,69.18,67.330002,67.900002,67.900002,77160500
05-10-2022,66.589996,68.690002,64.519997,67.940002,67.940002,87127400
06-10-2022,67.82,70.290001,67.660004,67.849998,67.849998,98325900
07-10-2022,64.010002,64.029999,58.220001,58.439999,58.439999,163786300
10-10-2022,57.310001,58.790001,56.299999,57.810001,57.810001,112241800
11-10-2022,57.209999,58.919998,56.049999,57.630001,57.630001,114054800
12-10-2022,57.450001,58.32,56.32,57.849998,57.849998,89264200
13-10-2022,55.52,60.139999,54.57,58.939999,58.939999,131159800
14-10-2022,59.599998,59.939999,55.84,55.939999,55.939999,96959300
17-10-2022,57.349998,58.509998,57.099998,57.959999,57.959999,76977600
18-10-2022,59.91,60.490002,56.400002,57.919998,57.919998,103064500
19-10-2022,57.330002,59.040001,56.57,57.23,57.23,75704800
20-10-2022,57.470001,60.200001,57.400002,57.77,57.77,79552600
21-10-2022,57.220001,58.91,55.709999,58.82,58.82,95366400
24-10-2022,58.57,59.0,56.66,58.700001,58.700001,76305400
25-10-2022,58.77,61.98,58.689999,61.470001,61.470001,85501900
26-10-2022,59.689999,61.77,59.150002,59.73,59.73,79761600
27-10-2022,61.599998,62.720001,58.509998,58.599998,58.599998,83871400
28-10-2022,59.099998,62.349998,58.919998,62.009998,62.009998,78198600
31-10-2022,60.75,61.860001,59.529999,60.060001,60.060001,73274100
